suicide_demographic_key,Country,Year,Sex,Age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($)
16747,Romania,2001,female,55-74 years,178,2329886,7.64,"40,716,836,998",1914
16748,Romania,2001,female,35-54 years,138,2921486,4.72,"40,716,836,998",1914
16749,Romania,2001,female,25-34 years,36,1868696,1.93,"40,716,836,998",1914
16750,Romania,2001,male,5-14 years,26,1456471,1.79,"40,716,836,998",1914
16751,Romania,2001,female,15-24 years,31,1739076,1.78,"40,716,836,998",1914
16752,Romania,2001,female,5-14 years,5,1393646,0.36,"40,716,836,998",1914
16753,Romania,2002,male,35-54 years,1138,2808780,40.52,"46,174,557,556",2231
16754,Romania,2002,male,75+ years,142,404282,35.12,"46,174,557,556",2231
16755,Romania,2002,male,55-74 years,651,1878420,34.66,"46,174,557,556",2231
16756,Romania,2002,male,25-34 years,375,1876794,19.98,"46,174,557,556",2231
16757,Romania,2002,male,15-24 years,198,1739618,11.38,"46,174,557,556",2231
16758,Romania,2002,female,75+ years,59,669890,8.81,"46,174,557,556",2231
16759,Romania,2002,female,55-74 years,187,2292484,8.16,"46,174,557,556",2231
16760,Romania,2002,female,35-54 years,175,2875101,6.09,"46,174,557,556",2231
16761,Romania,2002,female,25-34 years,58,1810431,3.2,"46,174,557,556",2231
16762,Romania,2002,male,5-14 years,35,1372601,2.55,"46,174,557,556",2231
16763,Romania,2002,female,15-24 years,38,1659695,2.29,"46,174,557,556",2231
16764,Romania,2002,female,5-14 years,11,1312484,0.84,"46,174,557,556",2231
16765,Romania,2003,male,35-54 years,1069,2925320,36.54,"59,867,801,205",2898
16766,Romania,2003,male,55-74 years,662,1863111,35.53,"59,867,801,205",2898
16767,Romania,2003,male,75+ years,127,421121,30.16,"59,867,801,205",2898
16768,Romania,2003,male,25-34 years,349,1803090,19.36,"59,867,801,205",2898
16769,Romania,2003,male,15-24 years,157,1733591,9.06,"59,867,801,205",2898
16770,Romania,2003,female,75+ years,55,692956,7.94,"59,867,801,205",2898
16771,Romania,2003,female,55-74 years,176,2280751,7.72,"59,867,801,205",2898
16772,Romania,2003,female,35-54 years,188,2993019,6.28,"59,867,801,205",2898
16773,Romania,2003,female,15-24 years,45,1654756,2.72,"59,867,801,205",2898
16774,Romania,2003,female,25-34 years,36,1733161,2.08,"59,867,801,205",2898
16775,Romania,2003,male,5-14 years,22,1307126,1.68,"59,867,801,205",2898
16776,Romania,2003,female,5-14 years,8,1248839,0.64,"59,867,801,205",2898
16777,Romania,2004,male,55-74 years,646,1874080,34.47,"76,216,441,462",3698
16778,Romania,2004,male,35-54 years,999,2968149,33.66,"76,216,441,462",3698
16779,Romania,2004,male,75+ years,127,436622,29.09,"76,216,441,462",3698
16780,Romania,2004,male,25-34 years,311,1778966,17.48,"76,216,441,462",3698
16781,Romania,2004,male,15-24 years,166,1719930,9.65,"76,216,441,462",3698
16782,Romania,2004,female,75+ years,55,715640,7.69,"76,216,441,462",3698
16783,Romania,2004,female,55-74 years,174,2298125,7.57,"76,216,441,462",3698
16784,Romania,2004,female,35-54 years,130,3030172,4.29,"76,216,441,462",3698
16785,Romania,2004,female,25-34 years,49,1706579,2.87,"76,216,441,462",3698
16786,Romania,2004,male,5-14 years,27,1247536,2.16,"76,216,441,462",3698
16787,Romania,2004,female,15-24 years,33,1644876,2.01,"76,216,441,462",3698
16788,Romania,2004,female,5-14 years,3,1190092,0.25,"76,216,441,462",3698
16789,Romania,2005,male,55-74 years,597,1891105,31.57,"99,697,566,668",4847
16790,Romania,2005,male,35-54 years,943,2989109,31.55,"99,697,566,668",4847
16791,Romania,2005,male,75+ years,135,453633,29.76,"99,697,566,668",4847
16792,Romania,2005,male,25-34 years,289,1771497,16.31,"99,697,566,668",4847
16793,Romania,2005,female,75+ years,71,740695,9.59,"99,697,566,668",4847
16794,Romania,2005,male,15-24 years,153,1708513,8.96,"99,697,566,668",4847
16795,Romania,2005,female,55-74 years,187,2321086,8.06,"99,697,566,668",4847
16796,Romania,2005,female,35-54 years,146,3045324,4.79,"99,697,566,668",4847
16797,Romania,2005,female,25-34 years,34,1693275,2.01,"99,697,566,668",4847
16798,Romania,2005,female,15-24 years,28,1636907,1.71,"99,697,566,668",4847
16799,Romania,2005,male,5-14 years,16,1187823,1.35,"99,697,566,668",4847
16800,Romania,2005,female,5-14 years,4,1130993,0.35,"99,697,566,668",4847
16801,Romania,2006,male,55-74 years,643,1905129,33.75,"123,533,036,668",6018
16802,Romania,2006,male,35-54 years,996,3001835,33.18,"123,533,036,668",6018
16803,Romania,2006,male,75+ years,136,468341,29.04,"123,533,036,668",6018
16804,Romania,2006,male,25-34 years,296,1774300,16.68,"123,533,036,668",6018
16805,Romania,2006,male,15-24 years,151,1661481,9.09,"123,533,036,668",6018
16806,Romania,2006,female,75+ years,63,764708,8.24,"123,533,036,668",6018
16807,Romania,2006,female,55-74 years,188,2337396,8.04,"123,533,036,668",6018
16808,Romania,2006,female,35-54 years,160,3052218,5.24,"123,533,036,668",6018
16809,Romania,2006,female,25-34 years,36,1693804,2.13,"123,533,036,668",6018
16810,Romania,2006,female,15-24 years,33,1591081,2.07,"123,533,036,668",6018
16811,Romania,2006,male,5-14 years,18,1165992,1.54,"123,533,036,668",6018
16812,Romania,2006,female,5-14 years,1,1110276,0.09,"123,533,036,668",6018
16813,Romania,2007,male,55-74 years,596,1916195,31.1,"175,933,642,292",8593
16814,Romania,2007,male,75+ years,138,485821,28.41,"175,933,642,292",8593
16815,Romania,2007,male,35-54 years,851,3011852,28.26,"175,933,642,292",8593
16816,Romania,2007,male,25-34 years,250,1769266,14.13,"175,933,642,292",8593
16817,Romania,2007,female,75+ years,67,791656,8.46,"175,933,642,292",8593
16818,Romania,2007,male,15-24 years,136,1626508,8.36,"175,933,642,292",8593
16819,Romania,2007,female,55-74 years,144,2350957,6.13,"175,933,642,292",8593
16820,Romania,2007,female,35-54 years,159,3054484,5.21,"175,933,642,292",8593
16821,Romania,2007,female,25-34 years,45,1686938,2.67,"175,933,642,292",8593
16822,Romania,2007,female,15-24 years,24,1555447,1.54,"175,933,642,292",8593
16823,Romania,2007,male,5-14 years,13,1141212,1.14,"175,933,642,292",8593
16824,Romania,2007,female,5-14 years,7,1084690,0.65,"175,933,642,292",8593
16825,Romania,2008,male,55-74 years,604,1933448,31.24,"213,605,065,703",10454
16826,Romania,2008,male,75+ years,156,500584,31.16,"213,605,065,703",10454
16827,Romania,2008,male,35-54 years,840,3015279,27.86,"213,605,065,703",10454
16828,Romania,2008,male,25-34 years,235,1758439,13.36,"213,605,065,703",10454
16829,Romania,2008,male,15-24 years,174,1594080,10.92,"213,605,065,703",10454
16830,Romania,2008,female,75+ years,63,815912,7.72,"213,605,065,703",10454
16831,Romania,2008,female,55-74 years,175,2371605,7.38,"213,605,065,703",10454
16832,Romania,2008,female,35-54 years,133,3048866,4.36,"213,605,065,703",10454
16833,Romania,2008,female,25-34 years,38,1674401,2.27,"213,605,065,703",10454
16834,Romania,2008,female,15-24 years,30,1526352,1.97,"213,605,065,703",10454
16835,Romania,2008,male,5-14 years,17,1125707,1.51,"213,605,065,703",10454
16836,Romania,2008,female,5-14 years,7,1069130,0.65,"213,605,065,703",10454
16837,Romania,2009,male,55-74 years,646,1946544,33.19,"172,611,845,342",8465
16838,Romania,2009,male,75+ years,159,512470,31.03,"172,611,845,342",8465
16839,Romania,2009,male,35-54 years,940,3031317,31.01,"172,611,845,342",8465
16840,Romania,2009,male,25-34 years,275,1744278,15.77,"172,611,845,342",8465
16841,Romania,2009,male,15-24 years,163,1556450,10.47,"172,611,845,342",8465
16842,Romania,2009,female,75+ years,53,838699,6.32,"172,611,845,342",8465
16843,Romania,2009,female,55-74 years,124,2388417,5.19,"172,611,845,342",8465
16844,Romania,2009,female,35-54 years,131,3055180,4.29,"172,611,845,342",8465
16845,Romania,2009,female,15-24 years,39,1491923,2.61,"172,611,845,342",8465
16846,Romania,2009,female,25-34 years,32,1658906,1.93,"172,611,845,342",8465
16847,Romania,2009,male,5-14 years,14,1111827,1.26,"172,611,845,342",8465
16848,Romania,2009,female,5-14 years,10,1054871,0.95,"172,611,845,342",8465
16849,Romania,2010,male,55-74 years,704,1977886,35.59,"166,658,327,827",8190
16850,Romania,2010,male,35-54 years,995,3038553,32.75,"166,658,327,827",8190
16851,Romania,2010,male,75+ years,154,523244,29.43,"166,658,327,827",8190
16852,Romania,2010,male,25-34 years,263,1734890,15.16,"166,658,327,827",8190
16853,Romania,2010,male,15-24 years,177,1495092,11.84,"166,658,327,827",8190
16854,Romania,2010,female,55-74 years,177,2425485,7.3,"166,658,327,827",8190
16855,Romania,2010,female,75+ years,59,861006,6.85,"166,658,327,827",8190
16856,Romania,2010,female,35-54 years,147,3050480,4.82,"166,658,327,827",8190
16857,Romania,2010,female,15-24 years,38,1433832,2.65,"166,658,327,827",8190
16858,Romania,2010,female,25-34 years,36,1649535,2.18,"166,658,327,827",8190
16859,Romania,2010,male,5-14 years,11,1107850,0.99,"166,658,327,827",8190
16860,Romania,2010,female,5-14 years,5,1050796,0.48,"166,658,327,827",8190
16861,Romania,2011,male,55-74 years,668,2000334,33.39,"184,367,381,749",9086
16862,Romania,2011,male,35-54 years,896,3050462,29.37,"184,367,381,749",9086
16863,Romania,2011,male,75+ years,143,534670,26.75,"184,367,381,749",9086
16864,Romania,2011,male,25-34 years,233,1719127,13.55,"184,367,381,749",9086
16865,Romania,2011,male,15-24 years,186,1438023,12.93,"184,367,381,749",9086
16866,Romania,2011,female,75+ years,62,884450,7.01,"184,367,381,749",9086
16867,Romania,2011,female,55-74 years,152,2450665,6.2,"184,367,381,749",9086
16868,Romania,2011,female,35-54 years,117,3048485,3.84,"184,367,381,749",9086
16869,Romania,2011,female,15-24 years,30,1379354,2.17,"184,367,381,749",9086
16870,Romania,2011,female,25-34 years,30,1635487,1.83,"184,367,381,749",9086
16871,Romania,2011,male,5-14 years,16,1104004,1.45,"184,367,381,749",9086
16872,Romania,2011,female,5-14 years,3,1046640,0.29,"184,367,381,749",9086
16873,Romania,2012,male,55-74 years,667,2037178,32.74,"171,664,638,717",9015
16874,Romania,2012,male,35-54 years,903,2880956,31.34,"171,664,638,717",9015
16875,Romania,2012,male,75+ years,152,549396,27.67,"171,664,638,717",9015
16876,Romania,2012,male,25-34 years,253,1438391,17.59,"171,664,638,717",9015
16877,Romania,2012,male,15-24 years,156,1240383,12.58,"171,664,638,717",9015
16878,Romania,2012,female,55-74 years,135,2465486,5.48,"171,664,638,717",9015
16879,Romania,2012,female,75+ years,42,927366,4.53,"171,664,638,717",9015
16880,Romania,2012,female,35-54 years,112,2816257,3.98,"171,664,638,717",9015
16881,Romania,2012,female,25-34 years,32,1373925,2.33,"171,664,638,717",9015
16882,Romania,2012,female,15-24 years,27,1168598,2.31,"171,664,638,717",9015
16883,Romania,2012,male,5-14 years,11,1100497,1,"171,664,638,717",9015
16884,Romania,2012,female,5-14 years,5,1043161,0.48,"171,664,638,717",9015
16885,Romania,2013,male,55-74 years,676,2052427,32.94,"191,549,024,911",10080
16886,Romania,2013,male,35-54 years,830,2902422,28.6,"191,549,024,911",10080
16887,Romania,2013,male,75+ years,158,561583,28.13,"191,549,024,911",10080
16888,Romania,2013,male,25-34 years,237,1438227,16.48,"191,549,024,911",10080
16889,Romania,2013,male,15-24 years,134,1198610,11.18,"191,549,024,911",10080
16890,Romania,2013,female,75+ years,53,952420,5.56,"191,549,024,911",10080
16891,Romania,2013,female,55-74 years,135,2471792,5.46,"191,549,024,911",10080
16892,Romania,2013,female,35-54 years,119,2811283,4.23,"191,549,024,911",10080
16893,Romania,2013,female,25-34 years,29,1355015,2.14,"191,549,024,911",10080
16894,Romania,2013,female,15-24 years,22,1124343,1.96,"191,549,024,911",10080
16895,Romania,2013,male,5-14 years,8,1096591,0.73,"191,549,024,911",10080
16896,Romania,2013,female,5-14 years,6,1038632,0.58,"191,549,024,911",10080
16897,Romania,2014,male,55-74 years,644,2061013,31.25,"199,493,490,983",10526
16898,Romania,2014,male,75+ years,172,572374,30.05,"199,493,490,983",10526
16899,Romania,2014,male,35-54 years,705,2917749,24.16,"199,493,490,983",10526
16900,Romania,2014,male,25-34 years,230,1430960,16.07,"199,493,490,983",10526
16901,Romania,2014,male,15-24 years,125,1158355,10.79,"199,493,490,983",10526
16902,Romania,2014,female,75+ years,58,976072,5.94,"199,493,490,983",10526
16903,Romania,2014,female,55-74 years,138,2470673,5.59,"199,493,490,983",10526
16904,Romania,2014,female,35-54 years,91,2812215,3.24,"199,493,490,983",10526
16905,Romania,2014,female,25-34 years,18,1335635,1.35,"199,493,490,983",10526
16906,Romania,2014,female,15-24 years,14,1087344,1.29,"199,493,490,983",10526
16907,Romania,2014,male,5-14 years,11,1094389,1.01,"199,493,490,983",10526
16908,Romania,2014,female,5-14 years,3,1035456,0.29,"199,493,490,983",10526
16909,Romania,2015,male,75+ years,189,578683,32.66,"177,911,101,680",9431
16910,Romania,2015,male,55-74 years,631,2065830,30.54,"177,911,101,680",9431
16911,Romania,2015,male,35-54 years,734,2931496,25.04,"177,911,101,680",9431
16912,Romania,2015,male,25-34 years,198,1398510,14.16,"177,911,101,680",9431
16913,Romania,2015,male,15-24 years,123,1126484,10.92,"177,911,101,680",9431
16914,Romania,2015,female,75+ years,66,991307,6.66,"177,911,101,680",9431
16915,Romania,2015,female,55-74 years,129,2467460,5.23,"177,911,101,680",9431
16916,Romania,2015,female,35-54 years,104,2818504,3.69,"177,911,101,680",9431
16917,Romania,2015,female,25-34 years,24,1307443,1.84,"177,911,101,680",9431
16918,Romania,2015,female,15-24 years,15,1060311,1.41,"177,911,101,680",9431
16919,Romania,2015,male,5-14 years,11,1088177,1.01,"177,911,101,680",9431
16920,Romania,2015,female,5-14 years,4,1029722,0.39,"177,911,101,680",9431
16921,Romania,2016,male,55-74 years,615,2068747,29.73,"187,805,922,349",10020
16922,Romania,2016,male,75+ years,171,579838,29.49,"187,805,922,349",10020
16923,Romania,2016,male,35-54 years,632,2945568,21.46,"187,805,922,349",10020
16924,Romania,2016,male,25-34 years,134,1359178,9.86,"187,805,922,349",10020
16925,Romania,2016,male,15-24 years,91,1101638,8.26,"187,805,922,349",10020
16926,Romania,2016,female,75+ years,61,997868,6.11,"187,805,922,349",10020
16927,Romania,2016,female,55-74 years,112,2462909,4.55,"187,805,922,349",10020
16928,Romania,2016,female,35-54 years,96,2823207,3.4,"187,805,922,349",10020
16929,Romania,2016,female,25-34 years,27,1264645,2.13,"187,805,922,349",10020
16930,Romania,2016,female,15-24 years,14,1041307,1.34,"187,805,922,349",10020
16931,Russia,1991,male,75+ years,1326,1371000,96.72,"517,962,962,963",3773
16932,Russia,1991,male,35-54 years,12746,18782900,67.86,"517,962,962,963",3773
16933,Russia,1991,male,55-74 years,6566,9894400,66.36,"517,962,962,963",3773
16934,Russia,1991,male,25-34 years,6901,12157500,56.76,"517,962,962,963",3773
16935,Russia,1991,female,75+ years,1510,4831000,31.26,"517,962,962,963",3773
16936,Russia,1991,male,15-24 years,2984,10112700,29.51,"517,962,962,963",3773
16937,Russia,1991,female,55-74 years,2926,15781500,18.54,"517,962,962,963",3773
16938,Russia,1991,female,35-54 years,2429,19987200,12.15,"517,962,962,963",3773
16939,Russia,1991,female,25-34 years,888,11901200,7.46,"517,962,962,963",3773
16940,Russia,1991,female,15-24 years,642,9697300,6.62,"517,962,962,963",3773
16941,Russia,1991,male,5-14 years,298,11561800,2.58,"517,962,962,963",3773
16942,Russia,1991,female,5-14 years,65,11204500,0.58,"517,962,962,963",3773
16943,Russia,1992,male,75+ years,1233,1340500,91.98,"460,290,556,901",3333
16944,Russia,1992,male,35-54 years,15824,18933500,83.58,"460,290,556,901",3333
16945,Russia,1992,male,55-74 years,8014,10319200,77.66,"460,290,556,901",3333
16946,Russia,1992,male,25-34 years,7958,11773600,67.59,"460,290,556,901",3333
16947,Russia,1992,male,15-24 years,3447,10235100,33.68,"460,290,556,901",3333
16948,Russia,1992,female,75+ years,1458,4741300,30.75,"460,290,556,901",3333
16949,Russia,1992,female,55-74 years,3133,16206600,19.33,"460,290,556,901",3333
16950,Russia,1992,female,35-54 years,2768,20093200,13.78,"460,290,556,901",3333
16951,Russia,1992,female,25-34 years,990,11561000,8.56,"460,290,556,901",3333
16952,Russia,1992,female,15-24 years,704,9791500,7.19,"460,290,556,901",3333
16953,Russia,1992,male,5-14 years,318,11747200,2.71,"460,290,556,901",3333
16954,Russia,1992,female,5-14 years,76,11376200,0.67,"460,290,556,901",3333
16955,Russia,1993,male,35-54 years,20256,18908000,107.13,"435,083,713,851",3160
16956,Russia,1993,male,75+ years,1364,1302200,104.75,"435,083,713,851",3160
16957,Russia,1993,male,55-74 years,10118,10681300,94.73,"435,083,713,851",3160
16958,Russia,1993,male,25-34 years,9328,11260400,82.84,"435,083,713,851",3160
16959,Russia,1993,male,15-24 years,4347,10306400,42.18,"435,083,713,851",3160
16960,Russia,1993,female,75+ years,1468,4615000,31.81,"435,083,713,851",3160
16961,Russia,1993,female,55-74 years,3433,16579000,20.71,"435,083,713,851",3160
16962,Russia,1993,female,35-54 years,3163,20012400,15.81,"435,083,713,851",3160
16963,Russia,1993,female,25-34 years,1154,11063800,10.43,"435,083,713,851",3160
16964,Russia,1993,female,15-24 years,785,9824100,7.99,"435,083,713,851",3160
16965,Russia,1993,male,5-14 years,337,11763700,2.86,"435,083,713,851",3160
16966,Russia,1993,female,5-14 years,93,11376500,0.82,"435,083,713,851",3160
16967,Russia,1994,male,35-54 years,22338,19044200,117.3,"395,077,301,248",2853
16968,Russia,1994,male,75+ years,1412,1281400,110.19,"395,077,301,248",2853
16969,Russia,1994,male,55-74 years,11431,11006300,103.86,"395,077,301,248",2853
16970,Russia,1994,male,25-34 years,10310,10947200,94.18,"395,077,301,248",2853
16971,Russia,1994,male,15-24 years,5177,10518500,49.22,"395,077,301,248",2853
16972,Russia,1994,female,75+ years,1454,4526500,32.12,"395,077,301,248",2853
16973,Russia,1994,female,55-74 years,3489,16977700,20.55,"395,077,301,248",2853
16974,Russia,1994,female,35-54 years,3257,20124300,16.18,"395,077,301,248",2853
16975,Russia,1994,female,25-34 years,1198,10708700,11.19,"395,077,301,248",2853
16976,Russia,1994,female,15-24 years,915,10036800,9.12,"395,077,301,248",2853
16977,Russia,1994,male,5-14 years,364,11857400,3.07,"395,077,301,248",2853
16978,Russia,1994,female,5-14 years,75,11447200,0.66,"395,077,301,248",2853
16979,Russia,1995,male,35-54 years,21706,19249600,112.76,"395,531,066,563",2844
16980,Russia,1995,male,55-74 years,11152,11227000,99.33,"395,531,066,563",2844
16981,Russia,1995,male,75+ years,1182,1258900,93.89,"395,531,066,563",2844
16982,Russia,1995,male,25-34 years,9787,10700700,91.46,"395,531,066,563",2844
16983,Russia,1995,male,15-24 years,5733,10678300,53.69,"395,531,066,563",2844
16984,Russia,1995,female,75+ years,1546,4436700,34.85,"395,531,066,563",2844
16985,Russia,1995,female,55-74 years,3499,17293700,20.23,"395,531,066,563",2844
16986,Russia,1995,female,35-54 years,3328,20339300,16.36,"395,531,066,563",2844
16987,Russia,1995,female,25-34 years,1179,10375900,11.36,"395,531,066,563",2844
16988,Russia,1995,female,15-24 years,1003,10253200,9.78,"395,531,066,563",2844
16989,Russia,1995,male,5-14 years,355,11854400,2.99,"395,531,066,563",2844
16990,Russia,1995,female,5-14 years,78,11419400,0.68,"395,531,066,563",2844
16991,Russia,1996,male,35-54 years,20562,19507100,105.41,"391,719,993,757",2813
16992,Russia,1996,male,75+ years,1192,1242800,95.91,"391,719,993,757",2813
16993,Russia,1996,male,55-74 years,10754,11361400,94.65,"391,719,993,757",2813
16994,Russia,1996,male,25-34 years,9214,10443600,88.23,"391,719,993,757",2813
16995,Russia,1996,male,15-24 years,5784,10772000,53.69,"391,719,993,757",2813
16996,Russia,1996,female,75+ years,1418,4369100,32.46,"391,719,993,757",2813
16997,Russia,1996,female,55-74 years,3205,17502200,18.31,"391,719,993,757",2813
16998,Russia,1996,female,35-54 years,2953,20618800,14.32,"391,719,993,757",2813
16999,Russia,1996,female,25-34 years,1127,10062400,11.2,"391,719,993,757",2813
17000,Russia,1996,female,15-24 years,904,10409100,8.68,"391,719,993,757",2813
17001,Russia,1996,male,5-14 years,320,11716700,2.73,"391,719,993,757",2813
17002,Russia,1996,female,5-14 years,78,11267400,0.69,"391,719,993,757",2813
17003,Russia,1997,male,75+ years,1205,1241100,97.09,"404,926,534,140",2907
17004,Russia,1997,male,35-54 years,18973,19913400,95.28,"404,926,534,140",2907
17005,Russia,1997,male,55-74 years,10726,11327500,94.69,"404,926,534,140",2907
17006,Russia,1997,male,25-34 years,8222,10242100,80.28,"404,926,534,140",2907
17007,Russia,1997,male,15-24 years,5780,10874000,53.15,"404,926,534,140",2907
17008,Russia,1997,female,75+ years,1424,4360900,32.65,"404,926,534,140",2907
17009,Russia,1997,female,55-74 years,3180,17453600,18.22,"404,926,534,140",2907
17010,Russia,1997,female,35-54 years,2819,21047500,13.39,"404,926,534,140",2907
17011,Russia,1997,female,25-34 years,1050,9833800,10.68,"404,926,534,140",2907
17012,Russia,1997,female,15-24 years,945,10556600,8.95,"404,926,534,140",2907
17013,Russia,1997,male,5-14 years,346,11444500,3.02,"404,926,534,140",2907
17014,Russia,1997,female,5-14 years,76,10988200,0.69,"404,926,534,140",2907
17015,Russia,1998,male,35-54 years,18058,20487900,88.14,"270,953,116,950",1948
17016,Russia,1998,male,75+ years,1110,1261400,88,"270,953,116,950",1948
17017,Russia,1998,male,55-74 years,9683,11058100,87.56,"270,953,116,950",1948
17018,Russia,1998,male,25-34 years,7634,10104200,75.55,"270,953,116,950",1948
17019,Russia,1998,male,15-24 years,5729,11040600,51.89,"270,953,116,950",1948
17020,Russia,1998,female,75+ years,1431,4434700,32.27,"270,953,116,950",1948
17021,Russia,1998,female,55-74 years,2917,17046200,17.11,"270,953,116,950",1948
17022,Russia,1998,female,35-54 years,2715,21695000,12.51,"270,953,116,950",1948
17023,Russia,1998,female,25-34 years,902,9685600,9.31,"270,953,116,950",1948
17024,Russia,1998,female,15-24 years,927,10752700,8.62,"270,953,116,950",1948
17025,Russia,1998,male,5-14 years,333,11006800,3.03,"270,953,116,950",1948
17026,Russia,1998,female,5-14 years,79,10548900,0.75,"270,953,116,950",1948
17027,Russia,1999,male,55-74 years,10609,10669100,99.44,"195,905,767,669",1412
17028,Russia,1999,male,35-54 years,20705,21016400,98.52,"195,905,767,669",1412
17029,Russia,1999,male,75+ years,1128,1310400,86.08,"195,905,767,669",1412
17030,Russia,1999,male,25-34 years,8101,10022400,80.83,"195,905,767,669",1412
17031,Russia,1999,male,15-24 years,6120,11232900,54.48,"195,905,767,669",1412
17032,Russia,1999,female,75+ years,1490,4569600,32.61,"195,905,767,669",1412
17033,Russia,1999,female,55-74 years,3072,16457600,18.67,"195,905,767,669",1412
17034,Russia,1999,female,35-54 years,3128,22337800,14,"195,905,767,669",1412
17035,Russia,1999,female,25-34 years,1041,9616300,10.83,"195,905,767,669",1412
17036,Russia,1999,female,15-24 years,1080,10957600,9.86,"195,905,767,669",1412
17037,Russia,1999,male,5-14 years,402,10490300,3.83,"195,905,767,669",1412
17038,Russia,1999,female,5-14 years,98,10037400,0.98,"195,905,767,669",1412
17039,Russia,2000,male,35-54 years,21063,21378098,98.53,"259,708,496,267",1879
17040,Russia,2000,male,55-74 years,9656,10282841,93.9,"259,708,496,267",1879
17041,Russia,2000,male,25-34 years,8654,10025181,86.32,"259,708,496,267",1879
17042,Russia,2000,male,75+ years,1165,1380292,84.4,"259,708,496,267",1879
17043,Russia,2000,male,15-24 years,6578,11393600,57.73,"259,708,496,267",1879
17044,Russia,2000,female,75+ years,1382,4729070,29.22,"259,708,496,267",1879
17045,Russia,2000,female,55-74 years,2646,15887955,16.65,"259,708,496,267",1879
17046,Russia,2000,female,35-54 years,2926,22830770,12.82,"259,708,496,267",1879
17047,Russia,2000,female,25-34 years,1027,9648389,10.64,"259,708,496,267",1879
17048,Russia,2000,female,15-24 years,1015,11120027,9.13,"259,708,496,267",1879
17049,Russia,2000,male,5-14 years,404,9986252,4.05,"259,708,496,267",1879
17050,Russia,2000,female,5-14 years,103,9543220,1.08,"259,708,496,267",1879
17051,Russia,2001,male,35-54 years,21262,21476420,99,"306,602,673,980",2229
17052,Russia,2001,male,55-74 years,9234,10030533,92.06,"306,602,673,980",2229
17053,Russia,2001,male,25-34 years,8886,10078045,88.17,"306,602,673,980",2229
17054,Russia,2001,male,75+ years,1236,1485110,83.23,"306,602,673,980",2229
17055,Russia,2001,male,15-24 years,6945,11547645,60.14,"306,602,673,980",2229
17056,Russia,2001,female,75+ years,1349,4919708,27.42,"306,602,673,980",2229
17057,Russia,2001,female,55-74 years,2471,15506563,15.94,"306,602,673,980",2229
17058,Russia,2001,female,35-54 years,2920,23046634,12.67,"306,602,673,980",2229
17059,Russia,2001,female,25-34 years,1087,9733290,11.17,"306,602,673,980",2229
17060,Russia,2001,female,15-24 years,1065,11270161,9.45,"306,602,673,980",2229
17061,Russia,2001,male,5-14 years,389,9428879,4.13,"306,602,673,980",2229
17062,Russia,2001,female,5-14 years,114,8998521,1.27,"306,602,673,980",2229
17063,Russia,2002,male,35-54 years,20119,21320535,94.36,"345,110,438,692",2527
17064,Russia,2002,male,55-74 years,8850,9892090,89.47,"345,110,438,692",2527
17065,Russia,2002,male,25-34 years,8696,10156286,85.62,"345,110,438,692",2527
17066,Russia,2002,male,75+ years,1297,1622258,79.95,"345,110,438,692",2527
17067,Russia,2002,male,15-24 years,6667,11714752,56.91,"345,110,438,692",2527
17068,Russia,2002,female,75+ years,1452,5126645,28.32,"345,110,438,692",2527
17069,Russia,2002,female,55-74 years,2472,15292297,16.17,"345,110,438,692",2527
17070,Russia,2002,female,35-54 years,2910,22995821,12.65,"345,110,438,692",2527
17071,Russia,2002,female,25-34 years,1086,9838656,11.04,"345,110,438,692",2527
17072,Russia,2002,female,15-24 years,1054,11425220,9.23,"345,110,438,692",2527
17073,Russia,2002,male,5-14 years,338,8810074,3.84,"345,110,438,692",2527
17074,Russia,2002,female,5-14 years,83,8396266,0.99,"345,110,438,692",2527
17075,Russia,2003,male,75+ years,1497,1648684,90.8,"430,347,770,732",3141
17076,Russia,2003,male,35-54 years,18681,21007346,88.93,"430,347,770,732",3141
17077,Russia,2003,male,55-74 years,8314,9920853,83.8,"430,347,770,732",3141
17078,Russia,2003,male,25-34 years,8085,10260634,78.8,"430,347,770,732",3141
17079,Russia,2003,male,15-24 years,6134,12256012,50.05,"430,347,770,732",3141
17080,Russia,2003,female,75+ years,1420,5170321,27.46,"430,347,770,732",3141
17081,Russia,2003,female,55-74 years,2214,15243314,14.52,"430,347,770,732",3141
17082,Russia,2003,female,35-54 years,2718,23024470,11.8,"430,347,770,732",3141
17083,Russia,2003,female,25-34 years,1050,10257511,10.24,"430,347,770,732",3141
17084,Russia,2003,female,15-24 years,969,11942216,8.11,"430,347,770,732",3141
17085,Russia,2003,male,5-14 years,284,8328381,3.41,"430,347,770,732",3141
17086,Russia,2003,female,5-14 years,79,7960126,0.99,"430,347,770,732",3141
17087,Russia,2004,male,75+ years,1580,1776778,88.93,"591,016,690,743",4312
17088,Russia,2004,male,35-54 years,17465,20843896,83.79,"591,016,690,743",4312
17089,Russia,2004,male,55-74 years,7715,9924764,77.73,"591,016,690,743",4312
17090,Russia,2004,male,25-34 years,7955,10461766,76.04,"591,016,690,743",4312
17091,Russia,2004,male,15-24 years,5891,12425537,47.41,"591,016,690,743",4312
17092,Russia,2004,female,75+ years,1398,5370057,26.03,"591,016,690,743",4312
17093,Russia,2004,female,55-74 years,2029,15236313,13.32,"591,016,690,743",4312
